timestamp_utc,monotonic_s,raw_frame,weight_g,stable,status
2026-09-11T13:30:25.131722+00:00,22736.65,S S       11.0 g,11.000,1,ok
2026-09-11T13:30:29.383686+00:00,22740.91,S S       11.5 g,11.500,1,ok
2026-09-11T13:30:33.619860+00:00,22745.14,S S       11.5 g,11.500,1,ok
2026-09-11T13:30:37.855669+00:00,22749.38,S S       11.5 g,11.500,1,ok
2026-09-11T13:30:41.995886+00:00,22753.52,S S       11.0 g,11.000,1,ok
2026-09-11T13:30:46.247673+00:00,22757.77,S S       11.5 g,11.500,1,ok
2026-09-11T13:30:50.819598+00:00,22762.34,S S       12.0 g,12.000,1,ok
